Glacier Name (FINAL),Country,State/Province/First Order Administrative Area,Latitude,Longitude,Coverage Spatial,GLIMS ID,Historical or Variant Name,Documentation Notes - CLEAN,Documentation Notes
Bahia Del Diablo Glacier,Antarctica,Antarctic Peninsula,-63.82,-57.43,"Bahia Del Diablo Glacier (Vega Island, James Ross Island group, Antarctica) (glacier); Vega Island (James Ross Island group, Antarctica) (island)",,,"GPC coordinates / constructed / no GLIMS / 11/1/2018 KF - added coverage for Vega Island to clarify location, as ""Bahia del Diablo"" is not in GNIS Antactica or GLIMS list - see https://blogs.agu.org/fromaglaciersperspective/2012/01/22/northwest-vega-island-antarctica-glacier-retreat/ ","GPC coordinates / constructed / no GLIMS / 11/1/2018 KF - added coverage for Vega Island to clarify location, as ""Bahia del Diablo"" is not in GNIS Antactica or GLIMS list - see https://blogs.agu.org/fromaglaciersperspective/2012/01/22/northwest-vega-island-antarctica-glacier-retreat/ "
Bailey Range,United States,Washington,47.8709977,-123.6284371,"Bailey Range (Jefferson, Washington, United States, North America) (mountain range)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Bainbridge Glacier,United States,Alaska,60.1086,-148.4856,"Bainbridge Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier) ",G211493E60096N,,coordinates NSIDC database; coverage Getty; glims verified 3/12/18 AM,coordinates NSIDC database; coverage Getty; glims verified 3/12/18 AM
Baird Glacier,United States,Alaska,57.11670,-132.80000,"Baird Glacier (Petersburg-Wrangell, Alaska, United States, North America) (glacier)",G227620E57248N,,coordinates NSIDC; coverage Getty; glims verified 4/4/18 AM added zeros lat/lon 10/09/18 AM,coordinates NSIDC; coverage Getty; glims verified 4/4/18 AM added zeros lat/lon 10/09/18 AM
Baker Glacier,United States,Alaska,61.0816378,-148.3644505,"Baker Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",G211637E61082N,,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Anchorage A-4,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Anchorage A-4
Bakus Glacier,United States,Washington,,,"Washington (United States, North America) (state)",,,"Not listed in GNIS, Getty or GLIMS 11/6/18 SB - Post exception 11/26/18 AM","Not listed in GNIS, Getty or GLIMS 11/6/18 SB - Post exception 11/26/18 AM"
Baldwin Glacier,United States,Alaska,60.7975,-141.3061111,"Baldwin Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",G223574E58920N,,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Bering Glacier D-1,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Bering Glacier D-1
Balfour Glacier,New Zealand,,-43.55,170.12,"Balfour Glacier (New Zealand, Oceania) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Cerro Balmaceda,Chile,Magallanes y de la Antártica Chilena,-51.419757,-73.196708,"Cerro Balmaceda (Magallanes y de la Antártica Chilena, Chile, South America) (mountain)",,,NGA GeoNames / Constructed / No GLIMS / 2/13/2018 KF - Cataloger's note: Glacier on Cerro Balmaceda. Coverage and coordinates given for Cerro Balmaceda.,NGA GeoNames / Constructed / No GLIMS / 2/13/2018 KF - Cataloger's note: Glacier on Cerro Balmaceda. Coverage and coordinates given for Cerro Balmaceda.
Baltimore Glacier,United States,Alaska,61.3031819,-147.7743388,"Baltimore Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",,,GNIS (Anchorage B-3 map) / Constructed / No GLIMS / 1/14/2019 KF,GNIS (Anchorage B-3 map) / Constructed / No GLIMS / 1/14/2019 KF
Baltoro Glacier,Pakistan,,35.7429,76.5219,"Baltoro Glacier (Pakistan, Asia) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Bamse Glacier,Greenland,,78.05,-72.3,"Bamse Glacier (Greenland, North America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Banded Glacier,United States,Washington,48.5445743,-120.9523343,"Banded Glacier (Skagit, Washington, United States, North America) (glacier)",G239062E48537N,,GNIS / Getty / GLIMS verified / 10/16/2018 EB - Mount Logan,GNIS / Getty / GLIMS verified / 10/16/2018 EB - Mount Logan
Barkley Ridge,United States,Alaska,60.4625447,-142.3007137,"Barkley Ridge (Yakutat, Alaska, United States, North America) (ridge)",,,"No information found for Barkley Glacier (listed in Pre-grant spreadsheet) - aerial photograph run shows glaciers near Barkley Ridge, coordinates and coverage for Barkley Ridge provided.","No information found for Barkley Glacier (listed in Pre-grant spreadsheet) - aerial photograph run shows glaciers near Barkley Ridge, coordinates and coverage for Barkley Ridge provided."
Barkley Lake,United States,Alaska,60.73,-141.5666667,"Barkley Lake (Valdez-Cordova, Alaska, United States, North America) (lake)",,,Washburn spreadsheet / Athea 8/2018,Washburn spreadsheet / Athea 8/2018
Barkley Ridge,United States,Alaska,60.4625447,-142.3007137,"Barkley Ridge (Yakutat, Alaska, United States, North America) (ridge)",,,GNIS Bering Glacier B-4 / Constructed / No GLIMS / 11/6/2018 KF,GNIS Bering Glacier B-4 / Constructed / No GLIMS / 11/6/2018 KF
Barnard Glacier,United States,Alaska,61.176,-147.9408,"Barnard Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",G212067E61176N,,coordinates NSIDC; coverage Getty; glims verified 7/5/18 AM,coordinates NSIDC; coverage Getty; glims verified 7/5/18 AM
Barranca del Ventorrillo,Mexico,Puebla,,,"Barranca del Ventorrillo (Puebla, Mexico, Central America) (valley)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Barrier Glacier,United States,Alaska,61.2954348,-152.3321261,"Barrier Glacier (Kenai Peninsula, Alaska, United States, North America) (glacier)",G207669E61266N,,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Tyonek B-7,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Tyonek B-7
Barry Arm,United States,Alaska,61.0494444,-148.1330556,"Barry Arm (Valdez-Cordova, Alaska, United States, North America) (bay)",,,Washburn spreadsheet / Athea 8/2018,Washburn spreadsheet / Athea 8/2018
Barry Glacier,United States,Alaska,61.1167,-148.15,"Barry Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",,,coordinates NSIDC; coverage Getty; no glims ID verified 3/12/18 AM,coordinates NSIDC; coverage Getty; no glims ID verified 3/12/18 AM
Bartlett Glacier,United States,Alaska,60.3731,-148.5829,"Bartlett Glacier (Kenai Peninsula, Alaska, United States, North America) (glacier)",,,coordinates NSIDC; coverage Getty; no glims verified 3/29/18 AM,coordinates NSIDC; coverage Getty; no glims verified 3/29/18 AM
Bartley Glacier,Antarctica,,162.2134,-77.5086,Bartley Glacier (Antarctica) (glacier),,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Ghiacciaio del Basòdino,Switzerland,Ticino,46.415577,8.479184,"Ghiacciaio del Basòdino (Bignasco, Ticino, Switzerland, Europe) (glacier)",G008475E46414N,Ghiacciaio del Basòdino,http://swiss-glaciers.glaciology.ethz.ch/glacierlist?year=2017&submit=Go%2521&order=&field=  Coordinates & coverage Swiss glaciers; glims verified 10/30/18 AM,http://swiss-glaciers.glaciology.ethz.ch/glacierlist?year=2017&submit=Go%2521&order=&field=  Coordinates & coverage Swiss glaciers; glims verified 10/30/18 AM
Bassac Glacier,Italy,Valle d' Astoa,45.5224,7.0467,"Bassac Glacier (Valgrisanche, Valle d'Astoa, Italy, Europe) (glacier)",G007049E45524N,,glacier name & coverage Comitato Glaciologico Italiano see pdf http://www.glaciologia.it/wp-content/uploads/Schede_ghiacciai/0166_BASSAC.pdf; coordinates NSIDC; glims verified 10/26/18 AM coordinates match wgms csv 11/14/18 AM,glacier name & coverage Comitato Glaciologico Italiano see pdf http://www.glaciologia.it/wp-content/uploads/Schede_ghiacciai/0166_BASSAC.pdf; coordinates NSIDC; glims verified 10/26/18 AM coordinates match wgms csv 11/14/18 AM
Battle Glacier,United States,Alaska,59.6673482,-138.4721336,"Battle Glacier (Yakutat, Alaska, United States, North America) (glacier)",,,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Yakutat C-2,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Yakutat C-2
Battle Lake,United States,Alaska,59.0468422,-154.8932508,"Battle Lake (Lake and Peninsula, Alaska, United States, North America) (lake)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Bear Glacier,United States,Alaska,60.0496439,-149.7654718,"Bear Glacier (Kenai Peninsula, Alaska, United States, North America) (glacier)",,,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Seward A-8,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Seward A-8
Bear Lake,United States,Colorado,40.3047067,-105.6483375,"Bear Lake (Larimer, Colorado, United States, North America) (lake)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Bear Lake Glacier,United States,Alaska,60.1677642,-149.2516109,"Bear Lake Glacier (Kenai Peninsula, Alaska, United States, North America) (glacier)",,,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Seward A-7,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Seward A-7
Beare Glacier,United States,Alaska,60.0399039,-141.6973537,"Beare Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",,,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Bering Glacier A-2,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Bering Glacier A-2
Beaufort Sea,,,,,Beaufort Sea (Oceans) (sea),,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Becca di Luseney Glacier,Italy,Valle d' Astoa,45.870278,7.490833,"Becca di Luseney (Bionaz, Valle d' Astoa, Italy, Europe) (glacier)",,,coordinates google earth; coverage built; no glims 7/13/18 AM coverage changed to GeoNames 11/15/18 AM,coordinates google earth; coverage built; no glims 7/13/18 AM coverage changed to GeoNames 11/15/18 AM
Bell-Irving River,Canada,British Columbia,56.164167,-129.028333,"Bell-Irving River (Cassiar Land District, British Columbia, Canada, North America) (river)",,,General coverage for river.,
Bella Tola Glacier,Switzerland,Valais,46.240233,7.652553,"Bella Tola Glacier (Ayer, Valais, Switzerland, Europe) (glacier)",G007651E46242N,,http://swiss-glaciers.glaciology.ethz.ch/glacierlist?year=2017&submit=Go%2521&order=&field=  - coordinates & coverage Swiss glaciers; glims verified 10/26/18 AM,http://swiss-glaciers.glaciology.ethz.ch/glacierlist?year=2017&submit=Go%2521&order=&field=  - coordinates & coverage Swiss glaciers; glims verified 10/26/18 AM
Beloit Glacier,United States,Alaska,60.6095637,-148.7097664,"Beloit Glacier (Kenai Peninsula, Alaska, United States, North America) (glacier)",G211299E60617N,,coordinates GNIS; coverage Getty; glims verified 3/19/18 AM,coordinates GNIS; coverage Getty; glims verified 3/19/18 AM
Belvedere Glacier,Italy,Verbano-Cusio-Ossola,45.9495,7.9107,"Belvedere Glacier (Verbano-Cusio-Ossola, Piedmont, Italy, Europe) (glacier)",G007908E45948N,,I can find no evidence that the glacier name was Belvedere (Macugnaga) Glacier. See pdf http://www.glaciologia.it/wp-content/uploads/Schede_ghiacciai/0325_BELVEDERE.pdf Changed name to Belvedere. coordinates NSIDC; coverage built; glims verified 10/26/18 AM coordinates match wgms csv 11/14/18 AM,I can find no evidence that the glacier name was Belvedere (Macugnaga) Glacier. See pdf http://www.glaciologia.it/wp-content/uploads/Schede_ghiacciai/0325_BELVEDERE.pdf Changed name to Belvedere. coordinates NSIDC; coverage built; glims verified 10/26/18 AM coordinates match wgms csv 11/14/18 AM
Bend Glacier,United States,Oregon,44.0866437,-121.6946795,"Bend Glacier (Deschutes, Oregon, United States, North America) (glacier)",G238306E44085N,,coordinates GNIS; coverage built; GLIMS verified 2/6/18 AM,coordinates GNIS; coverage built; GLIMS verified 2/6/18 AM
Benito Glacier,Chile,Aysén,-47.05,-73.83,"Benito Glacier (Chile, South America) (glacier); Estero Benito (Aysén, Chile, South America) (fjord)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. Coverage also provided for Estero Benito (at base of glacier runoff area.) 
No authority outside of original GPC scrape could be established for the particular glacier name. / no GLIMS / 2/13/2019 KF","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. Coverage also provided for Estero Benito (at bsae of glacier runoff area.) No authority outside of original GPC scrape could be established for the particular glacier name. / no GLIMS / 2/13/2019 KF"
Berendon Glacier,Canada,British Columbia,56.25,-130.16667,"Berendon Glacier (Cassiar Land District, British Columbia, Canada, North America) (glacier)",,,coordinates Natural Resources Canada; coverage built; no glims 8/17/18 AM,coordinates Natural Resources Canada; coverage built; no glims 8/17/18 AM
Bergsetbreen Glacier,Norway,Sogn og Fjordane,61.650228,7.067811,"Bergsetbreen (Sogn og Fjordane, Norway, Europe) (glacier)",G007036E61656N,Bergsetbreen Glacier; Bergsæterbræen; Bergsetbreen; Bergsæterbreen,"Norgeskart / Constructed / GLIMS 10/23/18 SB, verified KF","Norgeskart / Constructed / GLIMS 10/23/18 SB, verified KF"
Bering Glacier,United States; Canada,Alaska; British Columbia,60.4,-143,"Bering Glacier (Yakutat - Valdez-Cordova, Alaska, United States, North America) (glacier)",G217991E60521N,,coordinates NSIDC database; coverage built; glims verified 3/12/18 AM,coordinates NSIDC database; coverage built; glims verified 3/12/18 AM
Berlin Glacier,Greenland,,77,-69.4833,"Berlin Glacier (Greenland, North America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Berlingske Glacier,Greenland,,77,-69.4833,"Berlingske Glacier (Greenland, North America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Barnard Glacier,United States,Alaska,61.176,-147.9408,"Barnard Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",G212067E61176N,,"Miss spelling of Barnard Glacier. Change record bernard1938000001 to Barnard Glacier, AK.","Miss spelling of Barnard Glacier. Change record bernard1938000001 to Barnard Glacier, AK."
Glaciar Bernardo,Chile,,-48.6438,-73.83499,"Bernardo Glacier (Aysén, Chile, South America) (glacier); Estero Bernardo (Aysén, Chile, South America) (fjord)",,,"Coordinates determined on USGS TopoView, based on original GPC coordinates, proximity to Estero Bernardo, and visual inspection / Constructed / No GLIMS / 2/13/2019 KF","Coordinates determined on USGS TopoView, based on original GPC coordinates, proximity to Estero Bernardo, and visual inspection / Constructed / No GLIMS / 2/13/2019 KF"
Berry Creek,United States,Alaska,63.7027778,-144.3916667,"Berry Creek (Southeast Fairbanks, Alaska, United States, North America) (creek)",,,General coverage for river.,
Bertha Glacier,United States,Alaska,59.1719808,-135.8254376,"Bertha Glacier (Haines, Alaska, United States, North America) (glacier)",,,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Skagway A-3,GNIS / Getty / GLIMS unverified / 10/4/2018 EB - Skagway A-3
Bezengi Glacier,Russian Federation,Kabardino-Balkaria,43.085,43.108056,"Bezengi Glacier (Kabardino-Balkariya, Russian Federation, Asia) (glacier)",,Lednik Bezingi,coordinates NGA GeoNames / coverage NGA GeoNames / no GLIMS / 11/1/2018 EB ,coordinates NGA GeoNames / coverage NGA GeoNames / no GLIMS / 11/1/2018 EB 
Biafo Gyang Glacier,Pakistan,,36,75.5,"Biafo Gyang Glacier (Pakistan, Asia) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ",
Biferten Glacier,Switzerland,Glarus,46.803661,8.934763,"Biferten Glacier (Linthal, Glarus, Switzerland, Europe) (glacier)",G008926E46802N,,coordinates & coverage Swiss Glaciers; glims verified 10/26/18 AM,coordinates & coverage Swiss Glaciers; glims verified 10/26/18 AM
Big Agnes Mountain,United States,Colorado,40.8303582,-106.6925953,"Big Agnes Mountain (Routt, Colorado, United States, North America) (peak)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Big River Lobe Double Glacier,United States,Alaska,60.7574052,-152.6752466,"Big River Lobe Double Glacier (Kenai Peninsula, Alaska, United States, North America) (glacier)",,,coordinates GNIS Kenai D8 map; coverage built; no glims 10/26/18 AM,coordinates GNIS Kenai D8 map; coverage built; no glims 10/26/18 AM
